workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,Index,Construction,Context,Question,Response,Adj,Tense
211,3YW4XOSQKRQ2276XG3RWSHZF0RO1UJ,2,36,"""english""","""Yes""","""thx""",Trial9,2 55 was_not_foolish_to Archbishop_Williams_categorically_pointed_out_that_none_of_the_people_he_had_trained_to_become_pastors_could_rub_shoulders_with_him_for_the_reason_that_he_did_not_impart_all_of_his_knowledge_on_them._He_emphasized_that_he_was_not_foolish_to_give_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained__because_he_knew_for_a_fact_that_when_he_did_that_the_people_could_one_day_rub_shoulders_with_him. Is_Shawn_certain_that_Archbishop_Williams_gave_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained? 1 foolish Past,9,2,55,was_not_foolish_to,Archbishop_Williams_categorically_pointed_out_that_none_of_the_people_he_had_trained_to_become_pastors_could_rub_shoulders_with_him_for_the_reason_that_he_did_not_impart_all_of_his_knowledge_on_them._He_emphasized_that_he_was_not_foolish_to_give_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained__because_he_knew_for_a_fact_that_when_he_did_that_the_people_could_one_day_rub_shoulders_with_him.,Is_Shawn_certain_that_Archbishop_Williams_gave_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained?,1,foolish,Past
15,36W0OB37HXJUSHLLOFTP1WU1JYYZH4,3,26,"""english""","""Yes""","""""",Trial9,3 127 am_not_lucky_to I_like_your_post_and_solution_that_you_provided_but_I_guess_I_am_not_lucky_to_use_this_as_my_iphone_3Gs_isn't_letting_me_to_change_DNS_address_to_208.67.222.222. Is_Shawn_certain_that_he_used_or_will_use_the_solution_given_in_the_post? 1 lucky Pres,9,3,127,am_not_lucky_to,I_like_your_post_and_solution_that_you_provided_but_I_guess_I_am_not_lucky_to_use_this_as_my_iphone_3Gs_isn't_letting_me_to_change_DNS_address_to_208.67.222.222.,Is_Shawn_certain_that_he_used_or_will_use_the_solution_given_in_the_post?,1,lucky,Pres
189,30X31N5D64VIHIRTNHPPOHAUJO9SAI,8,22,"""English""","""Yes""","""""",Trial9,8 5 is_not_stupid_to God_offers_Hope_to_Hispanics!_In_His_pages_are_solutions_to_every_immigration_problem._God_loves_citizens_and_immigrants_equally._His_solutions_are_for_all_of_us._They_are_practical._They_work._He_is_not_stupid_to_think_so. Is_Shawn_certain_that_God_thinks_that_his_solutions_work? 7 stupid Pres,9,8,5,is_not_stupid_to,God_offers_Hope_to_Hispanics!_In_His_pages_are_solutions_to_every_immigration_problem._God_loves_citizens_and_immigrants_equally._His_solutions_are_for_all_of_us._They_are_practical._They_work._He_is_not_stupid_to_think_so.,Is_Shawn_certain_that_God_thinks_that_his_solutions_work?,7,stupid,Pres
243,3H0W84IWBL796G8SOXR6UQVPI1NREN,4,28,"""English""","""Yes""","""""",Trial9,4 47 are_not_wise_to The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike. Is_Shawn_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike? 3 wise Pres,9,4,47,are_not_wise_to,The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike.,Is_Shawn_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike?,3,wise,Pres
32,3SNVL38CI5X8MEBJ2MCE3Q982XHCKN,5,40,"""english""","""Yes""","""""",Trial9,5 65 was_not_fortunate_to Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20. Is_Shawn_certain_that_he_started_at_that_tender_age? 1 fortunate Past,9,5,65,was_not_fortunate_to,Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20.,Is_Shawn_certain_that_he_started_at_that_tender_age?,1,fortunate,Past
141,3CPLWGV3MP47WMPJNFU3TSP4Q7J9N8,3,29,"""English""","""Yes""","""""",Trial9,3 33 was_not_smart_to I_did_mess_up_the_pattern_at_one_point__then_messed_up_the_sock_even_worse_trying_to_fix_the_error_(dropping_a_bunch_of_stitches_intending_to_work_them_back_up_in_pattern_was_not_smart_to_try_while_drugged_up_on_Sudafed). Is_Shawn_certain_that_he_tried_to_work_the_stitches_back_up_in_pattern? 6 smart Past,9,3,33,was_not_smart_to,I_did_mess_up_the_pattern_at_one_point__then_messed_up_the_sock_even_worse_trying_to_fix_the_error_(dropping_a_bunch_of_stitches_intending_to_work_them_back_up_in_pattern_was_not_smart_to_try_while_drugged_up_on_Sudafed).,Is_Shawn_certain_that_he_tried_to_work_the_stitches_back_up_in_pattern?,6,smart,Past
260,3XM0HYN6NL4OU3SDB5NHPVVAHJ0EPJ,4,27,"""Eng%3Bish""","""Yes""","""""",Trial9,4 47 are_not_wise_to The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike. Is_Shawn_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike? 3 wise Pres,9,4,47,are_not_wise_to,The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike.,Is_Shawn_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike?,3,wise,Pres
255,3R5F3LQFV3P4KY78SSOFL5R2VKCOZH,7,23,"""English+""","""Yes""","""Thank+you+""",Trial9,7 8 will_not_be_stupid_to For_sure_P1_will_not_be_stupid_to_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use. Is_Shawn_certain_that_P1_will_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use? 1 stupid Fut,9,7,8,will_not_be_stupid_to,For_sure_P1_will_not_be_stupid_to_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use.,Is_Shawn_certain_that_P1_will_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use?,1,stupid,Fut
24,3NGI5ARFTUAPA2Y1ZHS2IBCGSAVP1A,6,24,"""English""","""Yes""","""""",Trial9,6 29 is_n't_smart_to We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction. Is_Shawn_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction? 5 smart Pres,9,6,29,is_n't_smart_to,We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction.,Is_Shawn_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction?,5,smart,Pres
245,382M9COHEIK1M809SRMBZ1I9P0SEUF,3,36,"""English""","""Yes""","""""",Trial9,3 70 was_not_fortunate_to Mr._Anderson__Just_discovered_your_site_on_The_1939_40_New_York_World's_Fair._It_brought_back_a_lot_of_memories_for_me._Thanks_for_the_time_you_spent_in_constructing_this_site._I_was_not_fortunate_to_visit_the_1939_40_World's_Fair_but_I_had_an_uncle_who_did. Is_Shawn_certain_that_he_visited_the_1939_40_World's_Fair? 1 fortunate Past,9,3,70,was_not_fortunate_to,Mr._Anderson__Just_discovered_your_site_on_The_1939_40_New_York_World's_Fair._It_brought_back_a_lot_of_memories_for_me._Thanks_for_the_time_you_spent_in_constructing_this_site._I_was_not_fortunate_to_visit_the_1939_40_World's_Fair_but_I_had_an_uncle_who_did.,Is_Shawn_certain_that_he_visited_the_1939_40_World's_Fair?,1,fortunate,Past
72,3U4J9857OFG1HUCT5SRAO1Y4ESH7B5,8,33,"""English""","""Yes""","""seemed+like+for+the+most+part+the+were+all+certain+or+uncertain+of+what+they+said.++Even+if+they+weren't+correct+about+what+they+were+saying+they+believed+what+they+said.""",Trial9,8 126 wasn't_lucky_to Zidan_was_once_again_the_goalscorer_for_Mainz_as_he_scored_their_only_goal_in_the_81st_minute._The_Egyptian_also_had_two_chances_in_the_first_half_but_wasn't_lucky_to_score. Is_Shawn_certain_that_the_Egyptian_scored? 7 lucky Past,9,8,126,wasn't_lucky_to,Zidan_was_once_again_the_goalscorer_for_Mainz_as_he_scored_their_only_goal_in_the_81st_minute._The_Egyptian_also_had_two_chances_in_the_first_half_but_wasn't_lucky_to_score.,Is_Shawn_certain_that_the_Egyptian_scored?,7,lucky,Past
76,3L4PIM1GQUL7CLPJOY301TN50DSRY2,3,42,"""English""","""Yes""","""""",Trial9,3 33 was_not_smart_to I_did_mess_up_the_pattern_at_one_point__then_messed_up_the_sock_even_worse_trying_to_fix_the_error_(dropping_a_bunch_of_stitches_intending_to_work_them_back_up_in_pattern_was_not_smart_to_try_while_drugged_up_on_Sudafed). Is_Shawn_certain_that_he_tried_to_work_the_stitches_back_up_in_pattern? 7 smart Past,9,3,33,was_not_smart_to,I_did_mess_up_the_pattern_at_one_point__then_messed_up_the_sock_even_worse_trying_to_fix_the_error_(dropping_a_bunch_of_stitches_intending_to_work_them_back_up_in_pattern_was_not_smart_to_try_while_drugged_up_on_Sudafed).,Is_Shawn_certain_that_he_tried_to_work_the_stitches_back_up_in_pattern?,7,smart,Past
100,3RYC5T2D74YD37XIXB7HO2UTW8QPR7,5,52,"""English""","""Yes""","""This+was+a+very+odd+study.+""",Trial9,5 20 am_not_stupid_to I_am_glad_that_you_are_thinking__You_are_right_it_is_just_to_make_Saudi_Arabia_and_Iran_more_enemies_for_the_benefit_of_others_and_possibly_to_justify_an_attack!_The_Iranians_are_not_stupid_to_commit_such_a_crime_on_American_soil_and_the_give_the_US_another_excuse_to_sanction_Iran_more. Is_Shawn_certain_that_the_Iranians_committed_or_will_commit_such_a_crime_on_American_soil? 3 stupid Pres,9,5,20,am_not_stupid_to,I_am_glad_that_you_are_thinking__You_are_right_it_is_just_to_make_Saudi_Arabia_and_Iran_more_enemies_for_the_benefit_of_others_and_possibly_to_justify_an_attack!_The_Iranians_are_not_stupid_to_commit_such_a_crime_on_American_soil_and_the_give_the_US_another_excuse_to_sanction_Iran_more.,Is_Shawn_certain_that_the_Iranians_committed_or_will_commit_such_a_crime_on_American_soil?,3,stupid,Pres
246,352YTHGROWIEPKXW3M3Z70HSI3W4HY,6,34,"""English""","""Yes""","""""",Trial9,6 32 was_not_smart_to I_think_Mark_Cuban_was_not_smart_to_let_a_successful_coach_go_in_Avery_Johnson. Is_Shawn_certain_that_Mark_Cuban_let_Avery_Johnson_go? 7 smart Past,9,6,32,was_not_smart_to,I_think_Mark_Cuban_was_not_smart_to_let_a_successful_coach_go_in_Avery_Johnson.,Is_Shawn_certain_that_Mark_Cuban_let_Avery_Johnson_go?,7,smart,Past
29,3OWEPKL08AH3I31Q8IWJFWYYVHVN7A,2,29,"""English""","""Yes""","""""",Trial9,2 16 am_not_stupid_to Stop_confirming_what_Jack_Chick_has_said!_If_you_don't_need_to_ask_questions_when_Islamists_say_that_all_others_must_die__we_are_not_stupid_to_think_that_you_need_to_ask_questions_when_Jack_Chick_is_right_and_tells_us_that_you_guys_have_not_changed_for_centuries. Is_Shawn_certain_that_he_thinks_that_the_reader_needs_to_ask_questions_when_Jack_Chick_is_right? 5 stupid Pres,9,2,16,am_not_stupid_to,Stop_confirming_what_Jack_Chick_has_said!_If_you_don't_need_to_ask_questions_when_Islamists_say_that_all_others_must_die__we_are_not_stupid_to_think_that_you_need_to_ask_questions_when_Jack_Chick_is_right_and_tells_us_that_you_guys_have_not_changed_for_centuries.,Is_Shawn_certain_that_he_thinks_that_the_reader_needs_to_ask_questions_when_Jack_Chick_is_right?,5,stupid,Pres
13,3YMTUJH0DTL4UTOR3GKOLJKGTXR4T8,7,42,"""English""","""Yes""","""""",Trial9,7 66 was_not_fortunate_to This_is_a_great_drink_intra_for_workouts._I_stopped_taking_drinks_intra_for_my_workouts_because_of_how_they_were_formulated_but_Intra_Aid_put_the_faith_back_in_me_to_start_using_them_again._This_stuff_is_formulated_like_NG_said._It's_for_people_like_us_who_are_in_the_gym_putting_in_the_work._You_will_feel_the_difference_in_just_one_sessio._yes_Intra_Aid_is_an_outstanding_product!_i_was_not_fortunate_to_utilize_a_whole_tub_of_it. Is_Shawn_certain_that_he_utilized_a_whole_tub_of_Intra_Aid? 1 fortunate Past,9,7,66,was_not_fortunate_to,This_is_a_great_drink_intra_for_workouts._I_stopped_taking_drinks_intra_for_my_workouts_because_of_how_they_were_formulated_but_Intra_Aid_put_the_faith_back_in_me_to_start_using_them_again._This_stuff_is_formulated_like_NG_said._It's_for_people_like_us_who_are_in_the_gym_putting_in_the_work._You_will_feel_the_difference_in_just_one_sessio._yes_Intra_Aid_is_an_outstanding_product!_i_was_not_fortunate_to_utilize_a_whole_tub_of_it.,Is_Shawn_certain_that_he_utilized_a_whole_tub_of_Intra_Aid?,1,fortunate,Past
97,30H4UDGLT3NM6RKQS3B0230JQLRPMJ,3,29,"""ENGLISH""","""Yes""","""""",Trial9,3 1 is_not_stupid_to I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster. Is_Shawn_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster? 3 stupid Pres,9,3,1,is_not_stupid_to,I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster.,Is_Shawn_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster?,3,stupid,Pres
181,3TGOYF991YRIB4XVIR1G3J4CBOLUUB,5,27,"""English""","""Yes""","""""",Trial9,5 151 am_not_mean_to I_am_not_mean_to_disparage_this_bag_by_calling_it_a_joke_bag__http://www.ufashiononline.com__because_this_bag_is_actually_a_joke_bag Is_Shawn_certain_that_he_disparaged_or_will_disparage_the_bag? 5 mean Pres,9,5,151,am_not_mean_to,I_am_not_mean_to_disparage_this_bag_by_calling_it_a_joke_bag__http://www.ufashiononline.com__because_this_bag_is_actually_a_joke_bag,Is_Shawn_certain_that_he_disparaged_or_will_disparage_the_bag?,5,mean,Pres
232,3E337GFOLADMBWCR1L0DL9BRUKENGD,1,31,"""English""","""Yes""","""""",Trial9,1 67 was_not_fortunate_to John:_My_career_goal_is_to_become_a_certified_public_accountant._I've_been_unwilling_to_incur_the_expense_because_I've_been_giving_my_kids_the_time_and_direction_that_I_was_not_fortunate_to_have_from_my_father._ Is_John_certain_that_he_was_given_time_and_direction_from_his_father? 1 fortunate Past,9,1,67,was_not_fortunate_to,John:_My_career_goal_is_to_become_a_certified_public_accountant._I've_been_unwilling_to_incur_the_expense_because_I've_been_giving_my_kids_the_time_and_direction_that_I_was_not_fortunate_to_have_from_my_father._,Is_John_certain_that_he_was_given_time_and_direction_from_his_father?,1,fortunate,Past
131,3PWWM24LHT3BTVHGW4Q518RVV6A28L,1,38,"""English""","""Yes""","""No+comments+at+this+time""",Trial9,1 57 are_not_foolish_to Oh__we_would_rejoice._We_ache_to_see_our_brothers_and_sisters_relieved_of_this_stress._We_ache_to_rejoice_with_them_and_lift_our_voices_that_we_are_not_foolish_to_trust_in_this_God. Is_Shawn_certain_that_he_trusts_in_this_God? 7 foolish Pres,9,1,57,are_not_foolish_to,Oh__we_would_rejoice._We_ache_to_see_our_brothers_and_sisters_relieved_of_this_stress._We_ache_to_rejoice_with_them_and_lift_our_voices_that_we_are_not_foolish_to_trust_in_this_God.,Is_Shawn_certain_that_he_trusts_in_this_God?,7,foolish,Pres
157,3FIJLY1B6V9G0HS96G7N7DGATKFFP2,1,41,"""English""","""Yes""","""""",Trial9,1 34 will_not_be_smart_to Once_you_installed_this_free_Notipage_webpage_monitoring_software_then_just_make_your_first_alert._It's_worth_mentioning_here_that_the_app_will_not_be_smart_to_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service._ Is_Shawn_certain_that_the_app_will_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service? 5 smart Fut,9,1,34,will_not_be_smart_to,Once_you_installed_this_free_Notipage_webpage_monitoring_software_then_just_make_your_first_alert._It's_worth_mentioning_here_that_the_app_will_not_be_smart_to_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service._,Is_Shawn_certain_that_the_app_will_keep_an_eye_on_web_pages_that_are_only_easy_to_get_to_by_logging_in_to_a_site_or_service?,5,smart,Fut
42,3I33IC7ZWG7PCJAVT2AJXZXQLUAA2X,6,24,"""english""","""Yes""","""""",Trial9,6 19 am_not_stupid_to A_special_thak_you_to_everyone_for_warning_me_of_the_problems_vw_has._We_were_considering_one__but_I_would_never_considerate_it_now._WE_are_Not_stupid_to_fall_for_their_vehicles_and_their_problems._However_we_are_still_looking_for_a_small_car._Again_both_of_us_just_say_thanks_for_the_warnings!!!!!! Is_Shawn_certain_that_he_fell_or_will_fall_for_vw's_vehicle_and_their_problems? 5 stupid Pres,9,6,19,am_not_stupid_to,A_special_thak_you_to_everyone_for_warning_me_of_the_problems_vw_has._We_were_considering_one__but_I_would_never_considerate_it_now._WE_are_Not_stupid_to_fall_for_their_vehicles_and_their_problems._However_we_are_still_looking_for_a_small_car._Again_both_of_us_just_say_thanks_for_the_warnings!!!!!!,Is_Shawn_certain_that_he_fell_or_will_fall_for_vw's_vehicle_and_their_problems?,5,stupid,Pres
59,3XUHV3NRVL3WL31WHRM9CSN6IZR5H4,8,25,"""English""","""Yes""","""""",Trial9,8 112 were_not_fortunate_to Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so. Is_Shawn_certain_that_he_met_with_Edouard_Bontemps_on_the_hospital_grounds? 1 fortunate Past,9,8,112,were_not_fortunate_to,Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so.,Is_Shawn_certain_that_he_met_with_Edouard_Bontemps_on_the_hospital_grounds?,1,fortunate,Past
96,3Z3ZLGNNSJZ6KHDVMYLA69HNVQWQ3V,2,45,"""English""","""Yes""","""Thank+you+for+the+opportunity+to+contribute!""",Trial9,2 37 are_not_smart_to You_and_I_must_trust_God_for_our_finances__but_that's_no_license_to_spend_sillily._You_and_I_ought_to_trust_God_for_safety_in_the_car__but_we_are_not_smart_to_pass_on_a_blind_curve. Is_Shawn_certain_that_he_passed_or_will_pass_on_a_blind_curve? 5 smart Pres,9,2,37,are_not_smart_to,You_and_I_must_trust_God_for_our_finances__but_that's_no_license_to_spend_sillily._You_and_I_ought_to_trust_God_for_safety_in_the_car__but_we_are_not_smart_to_pass_on_a_blind_curve.,Is_Shawn_certain_that_he_passed_or_will_pass_on_a_blind_curve?,5,smart,Pres
200,32Q90QCQ1TQNJCVXYDI9TE9BN9UKEO,7,30,"""English""","""Yes""","""""",Trial9,7 66 was_not_fortunate_to This_is_a_great_drink_intra_for_workouts._I_stopped_taking_drinks_intra_for_my_workouts_because_of_how_they_were_formulated_but_Intra_Aid_put_the_faith_back_in_me_to_start_using_them_again._This_stuff_is_formulated_like_NG_said._It's_for_people_like_us_who_are_in_the_gym_putting_in_the_work._You_will_feel_the_difference_in_just_one_sessio._yes_Intra_Aid_is_an_outstanding_product!_i_was_not_fortunate_to_utilize_a_whole_tub_of_it. Is_Shawn_certain_that_he_utilized_a_whole_tub_of_Intra_Aid? 2 fortunate Past,9,7,66,was_not_fortunate_to,This_is_a_great_drink_intra_for_workouts._I_stopped_taking_drinks_intra_for_my_workouts_because_of_how_they_were_formulated_but_Intra_Aid_put_the_faith_back_in_me_to_start_using_them_again._This_stuff_is_formulated_like_NG_said._It's_for_people_like_us_who_are_in_the_gym_putting_in_the_work._You_will_feel_the_difference_in_just_one_sessio._yes_Intra_Aid_is_an_outstanding_product!_i_was_not_fortunate_to_utilize_a_whole_tub_of_it.,Is_Shawn_certain_that_he_utilized_a_whole_tub_of_Intra_Aid?,2,fortunate,Past
65,3I2PTA7R3UZCGFL274D9NVYP6CIKQ0,1,43,"""english""","""Yes""","""""",Trial9,1 53 is_n't_foolish_to Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops. Is_Shawn_certain_that_his_school_wasted_or_will_waste_its_money_on_laptops? 1 foolish Pres,9,1,53,is_n't_foolish_to,Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops.,Is_Shawn_certain_that_his_school_wasted_or_will_waste_its_money_on_laptops?,1,foolish,Pres
155,39LNWE0K4V1D2D2VOAC2KGG1HTYUI3,8,37,"""english""","""Yes""","""thanks""",Trial9,8 112 were_not_fortunate_to Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so. Is_Shawn_certain_that_he_met_with_Edouard_Bontemps_on_the_hospital_grounds? 1 fortunate Past,9,8,112,were_not_fortunate_to,Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so.,Is_Shawn_certain_that_he_met_with_Edouard_Bontemps_on_the_hospital_grounds?,1,fortunate,Past
54,3N1FSUEFL65XD4SUHQK9GF2UQB3D4Y,7,24,"""English""","""Yes""","""""",Trial9,7 8 will_not_be_stupid_to For_sure_P1_will_not_be_stupid_to_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use. Is_Shawn_certain_that_P1_will_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use? 2 stupid Fut,9,7,8,will_not_be_stupid_to,For_sure_P1_will_not_be_stupid_to_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use.,Is_Shawn_certain_that_P1_will_create_a_WiMAX_netbook_to_allow_YTL_or_AMAX_customers_to_use?,2,stupid,Fut
90,3RJSC4XJ11ZLA3V0JJFO60OPWIP502,3,41,"""ENGLISH""","""Yes""","""""",Trial9,3 41 was_not_wise_to Independence__twelve_miles_from_the_territorial_line__a_young_man_from_the_territory__'a_down_easter'__counseled_me_to_take_off_the_label_from_my_baggage__said_I_was_not_wise_to_put_my_name_there__at_least_should_not_add_Brattleboro__Vt.__for_I_would_not_be_treated_well_if_I_were_known_to_be_a_Yankee. Is_Shawn_certain_that_he_put_his_name_on_his_baggage? 7 wise Past,9,3,41,was_not_wise_to,Independence__twelve_miles_from_the_territorial_line__a_young_man_from_the_territory__'a_down_easter'__counseled_me_to_take_off_the_label_from_my_baggage__said_I_was_not_wise_to_put_my_name_there__at_least_should_not_add_Brattleboro__Vt.__for_I_would_not_be_treated_well_if_I_were_known_to_be_a_Yankee.,Is_Shawn_certain_that_he_put_his_name_on_his_baggage?,7,wise,Past
127,3HQUKB7LNGJ81WLRITNI1PQWN8IHHX,7,48,"""English""","""Yes""","""I+have+nothing+to+add.+""",Trial9,7 66 was_not_fortunate_to This_is_a_great_drink_intra_for_workouts._I_stopped_taking_drinks_intra_for_my_workouts_because_of_how_they_were_formulated_but_Intra_Aid_put_the_faith_back_in_me_to_start_using_them_again._This_stuff_is_formulated_like_NG_said._It's_for_people_like_us_who_are_in_the_gym_putting_in_the_work._You_will_feel_the_difference_in_just_one_sessio._yes_Intra_Aid_is_an_outstanding_product!_i_was_not_fortunate_to_utilize_a_whole_tub_of_it. Is_Shawn_certain_that_he_utilized_a_whole_tub_of_Intra_Aid? 1 fortunate Past,9,7,66,was_not_fortunate_to,This_is_a_great_drink_intra_for_workouts._I_stopped_taking_drinks_intra_for_my_workouts_because_of_how_they_were_formulated_but_Intra_Aid_put_the_faith_back_in_me_to_start_using_them_again._This_stuff_is_formulated_like_NG_said._It's_for_people_like_us_who_are_in_the_gym_putting_in_the_work._You_will_feel_the_difference_in_just_one_sessio._yes_Intra_Aid_is_an_outstanding_product!_i_was_not_fortunate_to_utilize_a_whole_tub_of_it.,Is_Shawn_certain_that_he_utilized_a_whole_tub_of_Intra_Aid?,1,fortunate,Past
148,3AZHRG4CU5PIWO8W50RVR3Q5IMY037,4,62,"""English""","""Yes""","""""",Trial9,4 47 are_not_wise_to The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike. Is_Shawn_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike? 1 wise Pres,9,4,47,are_not_wise_to,The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike.,Is_Shawn_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike?,1,wise,Pres
5,3QY7M81QH8R2AXGNB543N4HU1MQ7KP,4,46,"""English""","""Yes""","""Thank+you%2C+interesting.++And+for+your+research%2C+although+I+speak+American+English%2C+I+grew+up+bi-lingual+(Greek)%2C+and+remain+bi-lingual.+""",Trial9,4 48 are_not_wise_to Those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_are_not_wise_to_advise_others_on_this. Is_Shawn_certain_that_those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_advised_or_will_advise_others_on_this? 6 wise Pres,9,4,48,are_not_wise_to,Those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_are_not_wise_to_advise_others_on_this.,Is_Shawn_certain_that_those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_advised_or_will_advise_others_on_this?,6,wise,Pres
