workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough,AdjPure
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"English","Yes",Trial7,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,7,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"english","Yes",Trial7,6 1-smart-CxC-E CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 5 smart_enough She_didn't_change_the_volume. to_turn_up_the_volume E,7,6,1-smart-CxC-E,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,5,smart_enough,She_didn't_change_the_volume.,to_turn_up_the_volume,E,smart
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"English","Yes",Trial7,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,7,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"english","Yes",Trial7,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,7,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"English","Yes",Trial7,10 58-mean-CxC-noE CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 1 mean He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am noE,7,10,58-mean-CxC-noE,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,1,mean,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,noE,mean
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"English","Yes",Trial7,12 45-polite-CxC-E CxC Chad_watched_a_street_comedian. He_laughed. 5 polite_enough He_frowned_because_he_didn't_like_the_act. to_laugh E,7,12,45-polite-CxC-E,CxC,Chad_watched_a_street_comedian.,He_laughed.,5,polite_enough,He_frowned_because_he_didn't_like_the_act.,to_laugh,E,polite
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"English","Yes",Trial7,8 49-rude-CxC-noE CxC Ann's_neighbor_greeted_her. She_ignored_him. 5 rude She_greeted_him_back. to_ignore_him noE,7,8,49-rude-CxC-noE,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,5,rude,She_greeted_him_back.,to_ignore_him,noE,rude
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"English","Yes",Trial7,9 31-wise-CxC-E CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 7 wise_enough He_didn't_ask_the_sales_person_any_questions. to_ask_about_the_return_policy E,7,9,31-wise-CxC-E,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,7,wise_enough,He_didn't_ask_the_sales_person_any_questions.,to_ask_about_the_return_policy,E,wise
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"English","Yes",Trial7,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,7,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"English","Yes",Trial7,12 45-polite-CxC-E CxC Chad_watched_a_street_comedian. He_laughed. 7 polite_enough He_frowned_because_he_didn't_like_the_act. to_laugh E,7,12,45-polite-CxC-E,CxC,Chad_watched_a_street_comedian.,He_laughed.,7,polite_enough,He_frowned_because_he_didn't_like_the_act.,to_laugh,E,polite
47,31JLPPHS2UVBB2CF93E3KNK4N0IO3S,8,25,"English","Yes",Trial7,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,7,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
88,3SB4CE2TJVWYPWPSJ9G9Q8P35EDXA0,10,40,"English","Yes",Trial7,11 50-rude-CnC-noE CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 7 rude She_was_kind_to_his_unfriendly_wife. to_insult_his_wife noE,7,11,50-rude-CnC-noE,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,7,rude,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,noE,rude
95,3MMN5BL1WZ5NBZR3WNZQSJVZS043MT,0,20,"English","Yes",Trial7,1 50-rude-CnC-E CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 7 rude_enough She_was_kind_to_his_unfriendly_wife. to_insult_his_wife E,7,1,50-rude-CnC-E,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,7,rude_enough,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,E,rude
24,3WJ1OXY92AH8AVOKB14HA98AE578A6,7,34,"English","Yes",Trial7,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 3 smart She_did_nothing. to_call_the_police noE,7,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,3,smart,She_did_nothing.,to_call_the_police,noE,smart
30,31HQ4X3T3SB7PYUXMQZC0EOMKBBLSZ,1,36,"English","Yes",Trial7,2 56-mean-CxC-E CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean_enough He_still_watched_it_with_her. to_turn_off_the_movie E,7,2,56-mean-CxC-E,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean_enough,He_still_watched_it_with_her.,to_turn_off_the_movie,E,mean
125,3TK8OJTYM1MD8BQZ8DXOSIHDOP7PV7,3,22,"English","Yes",Trial7,4 49-rude-CxC-E CxC Ann's_neighbor_greeted_her. She_ignored_him. 2 rude_enough She_greeted_him_back. to_ignore_him E,7,4,49-rude-CxC-E,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,2,rude_enough,She_greeted_him_back.,to_ignore_him,E,rude
99,3GLB5JMZFXWL1HXEE977SNXENRGDGS,11,26,"English","Yes",Trial7,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,7,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
112,3WAKVUDHUWHOPQXZ71T2WAO9AOT7UU,8,36,"english","Yes",Trial7,9 19-brave-CnC-E CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave_enough He_watched_from_the_river_bank. to_jump_into_the_river E,7,9,19-brave-CnC-E,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave_enough,He_watched_from_the_river_bank.,to_jump_into_the_river,E,brave
80,30X31N5D63RQTF3TPZAMR08BQZFSAR,0,25,"English","Yes",Trial7,1 50-rude-CnC-E CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 3 rude_enough She_was_kind_to_his_unfriendly_wife. to_insult_his_wife E,7,1,50-rude-CnC-E,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,3,rude_enough,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,E,rude
91,3MH9DQ757WD7IJ8004XW2N129REGU8,2,27,"English","Yes",Trial7,3 37-foolish-CxC-noE CxC Kate_was_completely_broke. She_went_shopping. 5 foolish She_stayed_home. to_go_shopping noE,7,3,37-foolish-CxC-noE,CxC,Kate_was_completely_broke.,She_went_shopping.,5,foolish,She_stayed_home.,to_go_shopping,noE,foolish
51,3EFE17QCRC6532B7V5KE8MVF3U7HST,4,31,"English","Yes",Trial7,5 20-brave-CxC-noE CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 5 brave He_refused_to_speak_up. to_agree_to_do_it noE,7,5,20-brave-CxC-noE,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,5,brave,He_refused_to_speak_up.,to_agree_to_do_it,noE,brave
103,3EF8EXOTT1W10O736M8FOYOLQMXJ1F,2,38,"English","Yes",Trial7,3 9-stupid-CxC-E CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 6 stupid_enough He_was_far_away_from_all_electrical_appliances. to_use_the_hair_dryer E,7,3,9-stupid-CxC-E,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,6,stupid_enough,He_was_far_away_from_all_electrical_appliances.,to_use_the_hair_dryer,E,stupid
74,33SA9F9TRXVMQ91EP9M9K81NHRBWE7,3,34,"English","Yes",Trial7,4 33-wise-CnC-E CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 7 wise_enough He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before E,7,4,33-wise-CnC-E,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,7,wise_enough,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,E,wise
49,33OOO72IVHMF1UD6YDB370ULSLHCT5,2,24,"English","Yes",Trial7,3 18-fortunate-CxC-noE CxC Sue_needed_to_get_some_rest. She_fell_asleep. 6 fortunate She_just_couldn't_get_any_sleep. to_fall_asleep noE,7,3,18-fortunate-CxC-noE,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,6,fortunate,She_just_couldn't_get_any_sleep.,to_fall_asleep,noE,fortunate
43,31EUONYN2V4VNBEYTDK93ICNEKGVO1,9,24,"English","Yes",Trial7,10 36-wise-CxC-noE CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 1 wise He_kept_her_in_the_same_low-level_position. to_promote_her noE,7,10,36-wise-CxC-noE,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,1,wise,He_kept_her_in_the_same_low-level_position.,to_promote_her,noE,wise
110,3FFJ6VRIL1P5YO2FSLJFYSQB8F4I01,3,28,"English","Yes",Trial7,4 1-smart-CnC-E CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 4 smart_enough She_dropped_out_of_high_school. to_get_her_high_school_degree E,7,4,1-smart-CnC-E,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,4,smart_enough,She_dropped_out_of_high_school.,to_get_her_high_school_degree,E,smart
18,3ZQIG0FLQEH3SKN0KZBJKCP9HMGVWE,3,28,"English","Yes",Trial7,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 3 sad She_shared_an_apartment_with_some_friends. to_live_alone na,7,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,3,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
7,32UTUBMZ7GXB4HPPP8FNXYCO7LXVBX,2,30,"English","Yes",Trial7,3 9-stupid-CxC-E CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 6 stupid_enough He_was_far_away_from_all_electrical_appliances. to_use_the_hair_dryer E,7,3,9-stupid-CxC-E,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,6,stupid_enough,He_was_far_away_from_all_electrical_appliances.,to_use_the_hair_dryer,E,stupid
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"english","Yes",Trial7,1 42-foolish-CnC-E CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 5 foolish_enough She_wore_sneakers. to_wear_high_heels E,7,1,42-foolish-CnC-E,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,5,foolish_enough,She_wore_sneakers.,to_wear_high_heels,E,foolish
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"English","Yes",Trial7,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,7,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"English","Yes",Trial7,5 55-mean-CnC-noE CnC Jack_walked_past_an_old_man_with_a_cane. He_pushed_the_man. 6 mean He_steered_clear_of_the_man. to_push_the_man noE,7,5,55-mean-CnC-noE,CnC,Jack_walked_past_an_old_man_with_a_cane.,He_pushed_the_man.,6,mean,He_steered_clear_of_the_man.,to_push_the_man,noE,mean
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"english","Yes",Trial7,1 33-wise-CnC-noE CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 7 wise He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before noE,7,1,33-wise-CnC-noE,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,7,wise,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,noE,wise
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"english","Yes",Trial7,1 19-brave-CnC-noE CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave He_watched_from_the_river_bank. to_jump_into_the_river noE,7,1,19-brave-CnC-noE,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave,He_watched_from_the_river_bank.,to_jump_into_the_river,noE,brave
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"English","Yes",Trial7,10 18-fortunate-CxC-E CxC Sue_needed_to_get_some_rest. She_fell_asleep. 7 fortunate_enough She_just_couldn't_get_any_sleep. to_fall_asleep E,7,10,18-fortunate-CxC-E,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,7,fortunate_enough,She_just_couldn't_get_any_sleep.,to_fall_asleep,E,fortunate
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"English","Yes",Trial7,6 56-mean-CnC-noE CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 4 mean He_walked_away. to_pretend_to_have_food_for_him noE,7,6,56-mean-CnC-noE,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,4,mean,He_walked_away.,to_pretend_to_have_food_for_him,noE,mean
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"English","Yes",Trial7,1 43-polite-CxC-E CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 7 polite_enough He_watched_her_change. to_close_his_eyes E,7,1,43-polite-CxC-E,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,7,polite_enough,He_watched_her_change.,to_close_his_eyes,E,polite
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"English","Yes",Trial7,1 50-rude-CnC-E CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 7 rude_enough She_was_kind_to_his_unfriendly_wife. to_insult_his_wife E,7,1,50-rude-CnC-E,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,7,rude_enough,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,E,rude
56,3R0T90IZ1SDBWPR0EDCW8HFW2RBCGY,2,37,"English","Yes",Trial7,3 28-lucky-CxC-E CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 7 lucky_enough She_can't_get_a_job. to_get_a_minimum_wage_job E,7,3,28-lucky-CxC-E,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,7,lucky_enough,She_can't_get_a_job.,to_get_a_minimum_wage_job,E,lucky
8,3SLE99ER0NESD1UZQ54QI4PKVW4BZE,5,37,"English","Yes",Trial7,6 43-polite-CxC-noE CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 5 polite He_watched_her_change. to_close_his_eyes noE,7,6,43-polite-CxC-noE,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,5,polite,He_watched_her_change.,to_close_his_eyes,noE,polite
131,3FIJLY1B6U5OCE498YSKAWER0VQPFQ,3,36,"English","Yes",Trial7,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,7,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
1,3MTMREQS4VJJ0WK294KNOPBWWCHAWU,3,26,"English","Yes",Trial7,4 1-smart-CnC-E CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 6 smart_enough She_dropped_out_of_high_school. to_get_her_high_school_degree E,7,4,1-smart-CnC-E,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,6,smart_enough,She_dropped_out_of_high_school.,to_get_her_high_school_degree,E,smart
96,3PM8NZGV8YHQCCW985DVG8489W9QXA,6,36,"English","Yes",Trial7,7 36-wise-CxC-E CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 5 wise_enough He_kept_her_in_the_same_low-level_position. to_promote_her E,7,7,36-wise-CxC-E,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,5,wise_enough,He_kept_her_in_the_same_low-level_position.,to_promote_her,E,wise
52,3B2X28YI3WGQPRAOO07FL6WPQS96BK,4,31,"English","Yes",Trial7,5 55-mean-CnC-noE CnC Jack_walked_past_an_old_man_with_a_cane. He_pushed_the_man. 1 mean He_steered_clear_of_the_man. to_push_the_man noE,7,5,55-mean-CnC-noE,CnC,Jack_walked_past_an_old_man_with_a_cane.,He_pushed_the_man.,1,mean,He_steered_clear_of_the_man.,to_push_the_man,noE,mean
109,36U2A8VAG10T1EOO0WF030Z8CWAYKV,4,67,"English","Yes",Trial7,5 4-smart-CnC-E CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 7 smart_enough She_left_the_baby_unattended. to_keep_an_eye_on_the_baby_at_all_times E,7,5,4-smart-CnC-E,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,7,smart_enough,She_left_the_baby_unattended.,to_keep_an_eye_on_the_baby_at_all_times,E,smart
64,3LS2AMNW5FR3I3IH7EQZXVDFXS4OQ3,11,33,"English","Yes",Trial7,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,7,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
50,3D8YOU6S9EL5LQJUOROAQWODFDG6U1,6,27,"English%2C+Spanish","Yes",Trial7,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,7,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
113,3DQQ64TANGMQN0Q4YN2KEK0RVYGPWO,5,32,"english","Yes",Trial7,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,7,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
130,3YHH42UU5BG7OPALDOGSQ8I3PJ2L0M,11,20,"English","Yes",Trial7,12 51-rude-CxC-noE CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 1 rude She_was_using_a_fork. to_use_her_fingers noE,7,12,51-rude-CxC-noE,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,1,rude,She_was_using_a_fork.,to_use_her_fingers,noE,rude
127,369J354OFDBMG8IZ4MZTMHNM652G6C,8,30,"English","Yes",Trial7,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,7,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
69,30MVJZJNHMEJPTAYAZN83464OYRJ9U,8,31,"English","Yes",Trial7,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,7,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
124,32VNZTT0A75ZQBNZ190QONHFCN7R4Y,7,53,"english","Yes",Trial7,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,7,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
126,3GLB5JMZFXWL1HXEE977SNXEOT5DGM,10,32,"English","Yes",Trial7,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,7,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
117,3X65QVEQI0ORIH51P49CL9K4ZAECLQ,9,54,"English","Yes",Trial7,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,7,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
44,32SVAV9L3FAM9YIEZK9LJS0ZZL33A2,10,30,"English","Yes",Trial7,11 1-smart-CnC-noE CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 3 smart She_dropped_out_of_high_school. to_get_her_high_school_degree noE,7,11,1-smart-CnC-noE,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,3,smart,She_dropped_out_of_high_school.,to_get_her_high_school_degree,noE,smart
34,3BEFOD78W6U8TVA7W1492ON572P4M9,10,58,"english","Yes",Trial7,11 22-brave-CxC-E CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 7 brave_enough He_curled_up_on_the_ground. to_take_them_on E,7,11,22-brave-CxC-E,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,7,brave_enough,He_curled_up_on_the_ground.,to_take_them_on,E,brave
108,3HQUKB7LNFFGDTXRKB8F48ODVLBHHY,10,39,"English","Yes",Trial7,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,7,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
37,3QL2OFSM96JH6H8M1HPRY1OT45FCNT,10,29,"English","Yes",Trial7,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,7,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
75,36DSNE9QZ5ZMWGE4CO6Q0U1TKZVJOV,9,30,"English","Yes",Trial7,10 36-wise-CxC-noE CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 1 wise He_kept_her_in_the_same_low-level_position. to_promote_her noE,7,10,36-wise-CxC-noE,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,1,wise,He_kept_her_in_the_same_low-level_position.,to_promote_her,noE,wise
22,31Z0PCVWUKG9PDIA7W3SRE27RAK7T1,1,22,"English","Yes",Trial8,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,8,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
20,354P56DE9K48AD5VIWY2H96LPR67SC,1,25,"english","Yes",Trial8,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,8,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
16,3TE3O857309PNX8CXVH2V8KHS91R2S,1,35,"english","Yes",Trial8,2 56-mean-CxC-E CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean_enough He_still_watched_it_with_her. to_turn_off_the_movie E,8,2,56-mean-CxC-E,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean_enough,He_still_watched_it_with_her.,to_turn_off_the_movie,E,mean
118,374TNBHA8BWFCHMJD1ZXZMBHB2UQY7,5,61,"English","Yes",Trial8,6 56-mean-CnC-noE CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 7 mean He_walked_away. to_pretend_to_have_food_for_him noE,8,6,56-mean-CnC-noE,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,7,mean,He_walked_away.,to_pretend_to_have_food_for_him,noE,mean
84,3WI0P0II61TCQ76SUK1JRRBLP0QRD1,7,29,"English","Yes",Trial8,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,8,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
114,3TMFV4NEP8F5H8RNC609SY516O8W83,6,24,"english","Yes",Trial8,7 10-stupid-CnC-E CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 7 stupid_enough He_refused_to_take_it. to_inject_it E,8,7,10-stupid-CnC-E,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,7,stupid_enough,He_refused_to_take_it.,to_inject_it,E,stupid
