workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Condition2
182,3L4PIM1GQTHFOI1JQGOX4CLM7LQRYX,19,27,"English","Yes",Trial8,20 48-polite-CnC CnC Chad_was_chatting_with_his_friend_Betty. He_asked_about_her_children. 6 polite,8,20,48-polite-CnC,CnC,Chad_was_chatting_with_his_friend_Betty.,He_asked_about_her_children.,6,polite,Cn
99,3CN4LGXD5XP8NCZLF4SKWJACF774YS,10,22,"English","Yes",Trial8,11 43-polite-CxD CxD Chad_was_in_a_meeting_with_his_boss. He_closed_his_eyes. 3 polite,8,11,43-polite-CxD,CxD,Chad_was_in_a_meeting_with_his_boss.,He_closed_his_eyes.,3,polite,Cx
118,38F71OA9GTXIRB7WGI0STSKWVN1MF7,4,29,"English","Yes",Trial8,5 15-fortunate-CnD CnD Sue_was_traveling_in_France. She_got_robbed. 2 fortunate,8,5,15-fortunate-CnD,CnD,Sue_was_traveling_in_France.,She_got_robbed.,2,fortunate,Cn
131,3TR2532VIPVW7A80CSKWJUF2YU36JK,6,37,"english","Yes",Trial8,7 17-fortunate-CxD CxD Sue_is_allergic_to_pollen. She_had_a_flower_bouquet. 1 fortunate,8,7,17-fortunate-CxD,CxD,Sue_is_allergic_to_pollen.,She_had_a_flower_bouquet.,1,fortunate,Cx
17,3U5JL4WY5KAJN79BA86ID533D1D4XM,5,55,"English","Yes",Trial8,6 16-fortunate-CnD CnD Sue_was_training_to_become_a_dancer. She_developed_back_problems. 1 fortunate,8,6,16-fortunate-CnD,CnD,Sue_was_training_to_become_a_dancer.,She_developed_back_problems.,1,fortunate,Cn
78,351SEKWQS0ILTRT0PC525SHBJALMDW,18,29,"English","Yes",Trial8,19 29-lucky-CxD CxD Eve_was_playing_Connect_Four_against_a_child. She_won_two_games. 5 lucky,8,19,29-lucky-CxD,CxD,Eve_was_playing_Connect_Four_against_a_child.,She_won_two_games.,5,lucky,Cx
209,3XIQGXAUMC9G6URUC64PGHND4337X9,22,23,"English","Yes",Trial8,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,8,23,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
143,3YZ8UPK3VTNU17SVYI1DCWGNBWDCUF,22,21,"english","Yes",Trial8,23 49-rude-CnD CnD Ann_was_angry_at_her_sister_Carol. She_explained_to_Carol_what_had_upset_her. 1 rude,8,23,49-rude-CnD,CnD,Ann_was_angry_at_her_sister_Carol.,She_explained_to_Carol_what_had_upset_her.,1,rude,Cn
74,3WJ1OXY92AH8AVOKB14HA98AE2Z8AS,10,31,"English","Yes",Trial8,11 14-fortunate-CxD CxD Sue_was_going_through_airport_security. She_had_a_sharp_knife_in_her_purse. 2 fortunate,8,11,14-fortunate-CxD,CxD,Sue_was_going_through_airport_security.,She_had_a_sharp_knife_in_her_purse.,2,fortunate,Cx
14,3LOZAJ85YDE9KTUO6UNUKQ65TNGX2I,2,29,"english","Yes",Trial8,3 38-foolish-CnD CnD Kate_read_a_fantasy_novel. She_read_it_on_her_vacation. 2 foolish,8,3,38-foolish-CnD,CnD,Kate_read_a_fantasy_novel.,She_read_it_on_her_vacation.,2,foolish,Cn
213,36PW28KO4ZXPJWYBO4QH2J4WP5XEAX,19,21,"English","Yes",Trial8,20 39-foolish-CnD CnD Kate_went_on_a_beach_vacation. She_brought_a_lot_of_sun_screen. 1 foolish,8,20,39-foolish-CnD,CnD,Kate_went_on_a_beach_vacation.,She_brought_a_lot_of_sun_screen.,1,foolish,Cn
167,3KIBXJ1WD5VH70KMU9621916YJXOKQ,17,24,"English","Yes",Trial8,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,8,18,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
25,3IOEN3P9S7KPCTSWM3EQFUJG4D316B,13,28,"English","Yes",Trial8,14 55-mean-CnD CnD Jack_walked_past_an_old_man_with_a_cane. He_helped_him_across_the_street. 1 mean,8,14,55-mean-CnD,CnD,Jack_walked_past_an_old_man_with_a_cane.,He_helped_him_across_the_street.,1,mean,Cn
258,31UV0MXWNQD4TVOGPRPRFNM2PK65IU,11,24,"English","Yes",Trial8,12 40-foolish-CnC CnC Kate's_favorite_shampoo_was_on_sale. She_bought_fifty_bottles. 5 foolish,8,12,40-foolish-CnC,CnC,Kate's_favorite_shampoo_was_on_sale.,She_bought_fifty_bottles.,5,foolish,Cn
51,3JV9LGBJWTFC5EO34ILN3H9DR2JOGQ,10,25,"English","Yes",Trial8,11 23-brave-CnD CnD Greg_wrote_a_controversial_article. He_used_a_fake_name. 2 brave,8,11,23-brave-CnD,CnD,Greg_wrote_a_controversial_article.,He_used_a_fake_name.,2,brave,Cn
164,3ND9UOO81K30WFB66V9DX3R7QL4LW5,8,24,"English","Yes",Trial8,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,8,9,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
48,3ATTHHXXWAPDVE8QVX8M76DMIJGIXH,2,27,"English","Yes",Trial8,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,8,3,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
254,3R3YRB5GRF468SVXE45M61QZBTUAUD,11,19,"english","Yes",Trial8,12 10-stupid-CxC CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 6 stupid,8,12,10-stupid-CxC,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,6,stupid,Cx
205,3NVC2EB65Q0N5GGHFQN1MEI617CY32,16,35,"English","Yes",Trial8,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,8,17,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
232,384PI804XS2US25BXXDT2UWYHAX0SW,10,39,"English","Yes",Trial8,11 23-brave-CnD CnD Greg_wrote_a_controversial_article. He_used_a_fake_name. 3 brave,8,11,23-brave-CnD,CnD,Greg_wrote_a_controversial_article.,He_used_a_fake_name.,3,brave,Cn
238,3MMN5BL1WZ5NBZR3WNZQSJVZSXZM31,3,33,"English+and+Lao","Yes",Trial8,4 38-foolish-CxD CxD Kate_wanted_to_exercise. She_went_for_a_run. 1 foolish,8,4,38-foolish-CxD,CxD,Kate_wanted_to_exercise.,She_went_for_a_run.,1,foolish,Cx
77,3UN61F00HWQHMURZFEJ0TFNTCGPR5K,16,23,"English","Yes",Trial8,17 51-rude-CxC CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 5 rude,8,17,51-rude-CxC,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,5,rude,Cx
86,3LPW2N6LKT392MJGJ8E5YQADJFT5U2,10,46,"English","Yes",Trial8,11 8-stupid-CxD CxD Zack's_girlfriend_was_cheating_on_him. He_broke_up_with_her. 1 stupid,8,11,8-stupid-CxD,CxD,Zack's_girlfriend_was_cheating_on_him.,He_broke_up_with_her.,1,stupid,Cx
114,388U7OUMF72IRN5YI8DOCKR2V8E0R8,11,32,"English","Yes",Trial8,12 18-fortunate-CnC CnC Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_got_to_chat_with_Beyonce. 7 fortunate,8,12,18-fortunate-CnC,CnC,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_got_to_chat_with_Beyonce.,7,fortunate,Cn
141,3ATPCQ38J8BNP1F2O52B9MWC7H5AYB,11,55,"English","Yes",Trial8,12 51-rude-CnD CnD Ann_was_tripped_by_a_little_boy. She_gave_him_a_friendly_smile. 1 rude,8,12,51-rude-CnD,CnD,Ann_was_tripped_by_a_little_boy.,She_gave_him_a_friendly_smile.,1,rude,Cn
67,3K5TEWLKGVCLRP3VVI74JLG1287VIQ,8,30,"English","Yes",Trial8,9 28-lucky-CnC CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 7 lucky,8,9,28-lucky-CnC,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,7,lucky,Cn
234,3QRYMNZ7FYIYSYAXN3KHNBOXRMLNTI,11,24,"English","Yes",Trial8,12 24-brave-CxC CxC Greg_did_two_tours_in_Afghanistan. He_shared_his_story. 7 brave,8,12,24-brave-CxC,CxC,Greg_did_two_tours_in_Afghanistan.,He_shared_his_story.,7,brave,Cx
229,3018Q3ZVOIRES03GAAAH1Q3F4UQRAQ,16,22,"English","Yes",Trial8,17 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 6 foolish,8,17,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,6,foolish,Cn
159,3B1NLC6UGZXUQE04JIY2SHE317FGPZ,16,44,"English","Yes",Trial8,17 22-brave-CxC CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 5 brave,8,17,22-brave-CxC,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,5,brave,Cx
191,3XUHV3NRVKZ4X0DWJ976FBLNP7RH5D,6,23,"English","Yes",Trial8,7 41-foolish-CnC CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 5 foolish,8,7,41-foolish-CnC,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,5,foolish,Cn
166,3O6CYIULED23F5Y0F91EOQNQ3CXWUA,16,23,"English","Yes",Trial8,17 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 7 foolish,8,17,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,7,foolish,Cn
201,33TIN5LC04B9KI5XWZOBDRLS1ZMY9J,8,28,"English","Yes",Trial8,9 13-fortunate-CxD CxD Sue_was_riding_on_a_horse. She_had_a_big_umbrella_with_her. 4 fortunate,8,9,13-fortunate-CxD,CxD,Sue_was_riding_on_a_horse.,She_had_a_big_umbrella_with_her.,4,fortunate,Cx
5,3ZOTGHDK5ICFVJXUZIF4SVSGFDDOSA,2,31,"English","Yes",Trial8,3 57-mean-CnD CnD Jack's_daughter_made_a_mistake_in_her_homework. He_helped_her_fix_it. 2 mean,8,3,57-mean-CnD,CnD,Jack's_daughter_made_a_mistake_in_her_homework.,He_helped_her_fix_it.,2,mean,Cn
246,36H9ULYP62VSQ31BDLN0D0SFRT9JF3,16,31,"English","Yes",Trial8,17 46-polite-CxC CxC Chad_was_hanging_out_with_an_unhappy_friend. He_listened_for_a_long_time. 7 polite,8,17,46-polite-CxC,CxC,Chad_was_hanging_out_with_an_unhappy_friend.,He_listened_for_a_long_time.,7,polite,Cx
13,3KOPY89HM83XARLITQMYCR3IO34J3U,8,24,"english%2Fspanish","Yes",Trial8,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,8,9,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
57,3TVSS0C0E11OFSJBF4B4JU1OKYQWTJ,10,22,"English","Yes",Trial8,11 14-fortunate-CxD CxD Sue_was_going_through_airport_security. She_had_a_sharp_knife_in_her_purse. 1 fortunate,8,11,14-fortunate-CxD,CxD,Sue_was_going_through_airport_security.,She_had_a_sharp_knife_in_her_purse.,1,fortunate,Cx
7,34S9DKFK73QU9K9RX97GVSGC6O3NY7,8,25,"English","Yes",Trial8,9 13-fortunate-CxD CxD Sue_was_riding_on_a_horse. She_had_a_big_umbrella_with_her. 4 fortunate,8,9,13-fortunate-CxD,CxD,Sue_was_riding_on_a_horse.,She_had_a_big_umbrella_with_her.,4,fortunate,Cx
230,3QJOXOW4XJSQLX70L7GMBAZWJMPMES,10,45,"English","Yes",Trial8,11 57-mean-CxD CxD Jack's_customer_asked_him_to_drive_slower. He_slowed_the_car_down. 1 mean,8,11,57-mean-CxD,CxD,Jack's_customer_asked_him_to_drive_slower.,He_slowed_the_car_down.,1,mean,Cx
126,31Z0PCVWUKG9PDIA7W3SRE27R7GT7D,10,20,"english","Yes",Trial8,11 27-lucky-CnD CnD Eve_was_attacked_last_night. She_was_stabbed_in_the_leg. 1 lucky,8,11,27-lucky-CnD,CnD,Eve_was_attacked_last_night.,She_was_stabbed_in_the_leg.,1,lucky,Cn
195,3ZQIG0FLQEH3SKN0KZBJKCP9HJ6WVZ,6,42,"english","Yes",Trial8,7 8-stupid-CxC CxC Zack_loves_his_girlfriend. He_broke_up_with_her. 5 stupid,8,7,8-stupid-CxC,CxC,Zack_loves_his_girlfriend.,He_broke_up_with_her.,5,stupid,Cx
189,3KV0LJBBH2MFU1C57D0MAHYFYBFMR5,11,26,"english","Yes",Trial8,12 35-wise-CxD CxD Paul_was_offered_a_great_promotion. He_refused. 3 wise,8,12,35-wise-CxD,CxD,Paul_was_offered_a_great_promotion.,He_refused.,3,wise,Cx
148,37W3JXSD669KWEI5PAY3RBT3Z08WY8,8,45,"English","Yes",Trial8,9 13-fortunate-CxD CxD Sue_was_riding_on_a_horse. She_had_a_big_umbrella_with_her. 1 fortunate,8,9,13-fortunate-CxD,CxD,Sue_was_riding_on_a_horse.,She_had_a_big_umbrella_with_her.,1,fortunate,Cx
147,3LYA37P8IQOXO6VDQ41GVP17RKHBKC,11,23,"English","Yes",Trial8,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,8,12,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
188,3P59JYT76LL23CL41KMXVNLZGRUT2X,16,31,"English","Yes",Trial8,17 13-fortunate-CnD CnD Sue_was_bitten_by_a_shark. She_lost_a_leg. 1 fortunate,8,17,13-fortunate-CnD,CnD,Sue_was_bitten_by_a_shark.,She_lost_a_leg.,1,fortunate,Cn
30,3MX2NQ3YC9V1JQDBODPSIX9HDXAX5M,8,38,"English","Yes",Trial8,9 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 1 smart,8,9,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,1,smart,Cx
82,3WQQ9FUS6AVDT5TCHF4D5KSGWKP8BS,5,29,"English","Yes",Trial8,6 38-foolish-CxC CxC Kate_had_a_broken_ankle. She_went_for_a_run. 7 foolish,8,6,38-foolish-CxC,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,7,foolish,Cx
4,3KIBXJ1WD5VH70KMU9621916YJ1KOQ,6,49,"English","Yes",Trial8,7 41-foolish-CnC CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish,8,7,41-foolish-CnC,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish,Cn
249,3IUZPWIU1O8PC9TOLVXCI3ES1L0KW2,3,31,"English","Yes",Trial8,4 30-lucky-CnD CnD Eve_was_in_a_car_accident. She_broke_her_neck. 1 lucky,8,4,30-lucky-CnD,CnD,Eve_was_in_a_car_accident.,She_broke_her_neck.,1,lucky,Cn
235,3DBQWDE4Y6ZW7WZ7M72JKVIJBJ1N5T,1,25,"English","Yes",Trial8,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,8,2,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
181,386CSBG1OZNDTXCD7I45GVROCPZQ6Z,12,28,"English","Yes",Trial8,13 43-polite-CnC CnC Chad_was_visiting_his_grandmother. He_brought_a_gift. 7 polite,8,13,43-polite-CnC,CnC,Chad_was_visiting_his_grandmother.,He_brought_a_gift.,7,polite,Cn
10,3IXEICO792KQLD45OMY0L02BWWYT6G,19,27,"English","Yes",Trial8,20 35-wise-CnC CnC Paul_was_staying_in_a_bad_part_of_town. He_stayed_at_home_at_night. 6 wise,8,20,35-wise-CnC,CnC,Paul_was_staying_in_a_bad_part_of_town.,He_stayed_at_home_at_night.,6,wise,Cn
239,3Z4XG4ZF48SK68WDMBWVUHJ8FND8X1,4,40,"english","Yes",Trial8,5 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 1 brave,8,5,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,1,brave,Cx
73,3X66WABAJWJNJPVHLK1VFEB2WBPG3P,5,60,"English","Yes",Trial8,6 21-brave-CnD CnD Greg_had_a_traumatic_experience_in_the_war. He_refused_to_talk_about_what_he_went_through. 3 brave,8,6,21-brave-CnD,CnD,Greg_had_a_traumatic_experience_in_the_war.,He_refused_to_talk_about_what_he_went_through.,3,brave,Cn
146,37M28K1J0QEXUCK32518ZZHOUDYJAS,14,31,"English","Yes",Trial8,15 22-brave-CxD CxD Greg_was_being_tickled_by_two_small_boys. He_took_them_on. 5 brave,8,15,22-brave-CxD,CxD,Greg_was_being_tickled_by_two_small_boys.,He_took_them_on.,5,brave,Cx
52,3VSOLARPKBA84F897EVLNXPFSYU93R,1,29,"English","Yes",Trial8,2 10-stupid-CxD CxD Zack_was_drinking_a_glass_of_wine. He_took_a_sip. 1 stupid,8,2,10-stupid-CxD,CxD,Zack_was_drinking_a_glass_of_wine.,He_took_a_sip.,1,stupid,Cx
133,32SCWG5HIH5STLBY75PGGQ1E7TE6PP,12,29,"english","Yes",Trial8,13 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 5 foolish,8,13,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,5,foolish,Cn
59,3K9FOBBF2HKA9L2SEUIQ1KEGX92LNG,3,43,"english","Yes",Trial8,4 34-wise-CnD CnD Paul's_parents_were_fighting. He_got_involved. 3 wise,8,4,34-wise-CnD,CnD,Paul's_parents_were_fighting.,He_got_involved.,3,wise,Cn
157,374TNBHA8BWFCHMJD1ZXZMBHBZSYQ7,0,24,"English","Yes",Trial8,1 42-foolish-CnD CnD Kate_took_her_nephew_to_the_playground. She_brought_water_and_a_snack. 1 foolish,8,1,42-foolish-CnD,CnD,Kate_took_her_nephew_to_the_playground.,She_brought_water_and_a_snack.,1,foolish,Cn
105,3EKVH9QMEY5VMNP7FUMIQJ3DD58D20,19,56,"English","Yes",Trial8,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,8,20,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
200,3QAPZX2QN4E1N3OD3IYNBCJUJG020X,0,29,"eNGLISH","Yes",Trial8,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 5 true,8,1,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,5,true,na
109,3WT783CTPBIF58JPYRKI76OZMBABC1,14,27,"English","Yes",Trial8,15 30-lucky-CxD CxD Eve_was_the_best_student_in_this_class. She_got_a_B. 1 lucky,8,15,30-lucky-CxD,CxD,Eve_was_the_best_student_in_this_class.,She_got_a_B.,1,lucky,Cx
84,35USIKEBNRHSQ0ZLRQCOC1WJ7ECN69,12,27,"English","Yes",Trial8,13 5-smart-CnC CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 7 smart,8,13,5-smart-CnC,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,7,smart,Cn
256,32KTQ2V7RDG9Q1GJDW00JWYLSPBM9K,12,29,"English","Yes",Trial8,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,8,13,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
92,3WMINLGALB4AMYEXSDKMCV4T4TPCA7,12,38,"English","Yes",Trial8,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,8,13,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
1,3EJPLAJKEMHM7PD4UENI7O3SHSL6ZA,7,27,"English","Yes",Trial8,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,8,8,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
162,3PH3VY7DJLYK14SALW0M5I255UEZW4,6,25,"English+","Yes",Trial8,7 59-mean-CnD CnD Jack_bumped_his_shopping_cart_into_a_woman. He_apologized_to_her. 1 mean,8,7,59-mean-CnD,CnD,Jack_bumped_his_shopping_cart_into_a_woman.,He_apologized_to_her.,1,mean,Cn
107,3BDCF01OGXV4LK66LWR1I0CN1T5YLI,19,30,"english","Yes",Trial8,20 39-foolish-CnD CnD Kate_went_on_a_beach_vacation. She_brought_a_lot_of_sun_screen. 1 foolish,8,20,39-foolish-CnD,CnD,Kate_went_on_a_beach_vacation.,She_brought_a_lot_of_sun_screen.,1,foolish,Cn
72,3Z7ISHFUH0W9B3WSNTKGR2ZJNNBZ8P,3,29,"english","Yes",Trial8,4 52-rude-CnC CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 7 rude,8,4,52-rude-CnC,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,7,rude,Cn
61,3S96KQ6I9M5P6MJKY96ER6C3DIMTD9,14,55,"English","Yes",Trial8,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,8,15,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
203,33UKMF9319LWNBFHKZ6TWAUPG4ATTS,7,27,"english","Yes",Trial8,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,8,8,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
236,3GGAI1SQEVZBOZNMPGARLMZTY9YCM9,13,57,"English","Yes",Trial9,14 43-polite-CnD CnD Chad_was_visiting_his_grandmother. He_insulted_her_caretaker. 1 polite,9,14,43-polite-CnD,CnD,Chad_was_visiting_his_grandmother.,He_insulted_her_caretaker.,1,polite,Cn
27,3TXWC2NHNZRCOWTOXTWMV5XRKDDS9K,16,30,"English","Yes",Trial9,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,9,17,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
245,3ZGVPD4G6TIS9NOGQRVBIYV61ZFTZP,6,51,"English","Yes",Trial9,7 59-mean-CnD CnD Jack_bumped_his_shopping_cart_into_a_woman. He_apologized_to_her. 1 mean,9,7,59-mean-CnD,CnD,Jack_bumped_his_shopping_cart_into_a_woman.,He_apologized_to_her.,1,mean,Cn
89,3K2755HG5S4FNH1J3P1PA2X2M8YFD5,20,30,"English","Yes",Trial9,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 6 true,9,21,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,6,true,na
270,3NJM2BJS4W7H92KZHW2J2QTO3E9CP5,4,33,"english","Yes",Trial9,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,9,5,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
115,32SVAV9L3FAM9YIEZK9LJS0ZYFWA3P,17,34,"English","Yes",Trial9,18 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 6 smart,9,18,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,6,smart,Cx
224,3OLF68YTN92HPAY7JFANK1PW151FA3,15,53,"english","Yes",Trial9,16 17-fortunate-CxC CxC Sue_needed_a_present_for_her_sick_friend. She_had_a_flower_bouquet. 7 fortunate,9,16,17-fortunate-CxC,CxC,Sue_needed_a_present_for_her_sick_friend.,She_had_a_flower_bouquet.,7,fortunate,Cx
11,3C6FJU71TQU74AT0UAJ29N86EJJUYR,18,33,"English","Yes",Trial9,19 34-wise-CxC CxC Paul_was_burnt_out_from_work. He_took_a_vacation. 5 wise,9,19,34-wise-CxC,CxC,Paul_was_burnt_out_from_work.,He_took_a_vacation.,5,wise,Cx
184,3X1FV8S5JXS7VYX05U71Y93LNU1GV3,5,18,"English","Yes",Trial9,6 21-brave-CnD CnD Greg_had_a_traumatic_experience_in_the_war. He_refused_to_talk_about_what_he_went_through. 3 brave,9,6,21-brave-CnD,CnD,Greg_had_a_traumatic_experience_in_the_war.,He_refused_to_talk_about_what_he_went_through.,3,brave,Cn
112,345LHZDEDXT6O7WC5PQCJTCT5IP3UV,16,24,"English","Yes",Trial9,17 33-wise-CxC CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 7 wise,9,17,33-wise-CxC,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,7,wise,Cx
168,31QTRG6Q2TEUC5L4DOK8ZHL762RYPZ,23,23,"English","Yes",Trial9,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,9,24,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
248,369J354OFDBMG8IZ4MZTMHNM61C6G4,0,39,"English","Yes",Trial9,1 11-stupid-CxD CxD Zack_was_at_a_steak_house. He_ordered_a_steak. 1 stupid,9,1,11-stupid-CxD,CxD,Zack_was_at_a_steak_house.,He_ordered_a_steak.,1,stupid,Cx
68,333U7HK6I9GVSJNFMFSAP0PUFFFJDC,10,30,"English","Yes",Trial9,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,9,11,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
26,36NEMU28XFEK2XTR67ASXG6WQPGWM2,3,31,"English","Yes",Trial9,4 16-fortunate-CxD CxD Sue_lives_with_two_big_dogs. She_had_a_tiny_apartment. 3 fortunate,9,4,16-fortunate-CxD,CxD,Sue_lives_with_two_big_dogs.,She_had_a_tiny_apartment.,3,fortunate,Cx
175,38F71OA9GTXIRB7WGI0STSKWVMQMFU,9,68,"English","Yes",Trial9,10 20-brave-CxD CxD Greg_was_asked_to_help_his_friend_move. He_agreed_to_do_it. 5 brave,9,10,20-brave-CxD,CxD,Greg_was_asked_to_help_his_friend_move.,He_agreed_to_do_it.,5,brave,Cx
242,37M28K1J0QEXUCK32518ZZHOUCIJAA,4,38,"English","Yes",Trial9,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,9,5,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
21,3EJJQNKU9R6T2NBUGGK9ICQJHO3HRC,17,49,"English","Yes",Trial9,18 19-brave-CnD CnD Greg_saw_a_child_drowning_in_a_river. He_watched_from_the_river_bank. 1 brave,9,18,19-brave-CnD,CnD,Greg_saw_a_child_drowning_in_a_river.,He_watched_from_the_river_bank.,1,brave,Cn
76,3EJPLAJKEMHM7PD4UENI7O3SHR5Z6L,0,29,"English","Yes",Trial9,1 33-wise-CnD CnD Paul_ran_a_marathon_on_Sunday. He_got_very_drunk_the_night_before. 1 wise,9,1,33-wise-CnD,CnD,Paul_ran_a_marathon_on_Sunday.,He_got_very_drunk_the_night_before.,1,wise,Cn
252,3FE2ERCCZX9IIRH271BAXQN5SSSOPE,1,21,"english","Yes",Trial9,2 37-foolish-CnD CnD Kate_was_working_a_very_stressful_job. She_took_relaxation_classes. 1 foolish,9,2,37-foolish-CnD,CnD,Kate_was_working_a_very_stressful_job.,She_took_relaxation_classes.,1,foolish,Cn
